1;92;4;882.56;push;1295.05;2025-12-05;[1.59, 2.05, 2.16]
2;224;4;250.2;win;204.55;2025-08-25;[1.7, 1.71, 2.37]
3;157;1;321.68;push;645.34;2025-11-13;[1.93, 2.15, 2.1]
4;58;7;568.85;push;502.73;2025-02-19;[1.36, 1.76, 1.44]
5;142;4;123.72;push;187.4;2025-08-19;[1.18, 1.78, 2.65]
6;136;2;150.6;lose;114.48;2025-03-01;[1.18, 1.78, 2.29]
7;10;2;131.36;push;187.36;2025-11-10;[1.79, 2.38, 2.05]
8;70;9;39.47;win;41.81;2025-06-19;[2.15, 2.62, 2.19]
9;38;5;89.02;lose;62.6;2025-06-14;[1.93, 1.12, 1.66]
10;8;6;959.97;win;2265.58;2025-02-16;[1.37, 2.6, 1.52]
11;55;5;491.57;push;1176.38;2025-04-20;[1.47, 2.26, 1.87]
12;125;9;970.82;win;1921.32;2025-02-09;[1.24, 2.36, 1.23]
13;138;4;322.08;push;673.54;2025-07-13;[2.27, 2.32, 1.34]
14;6;6;63.79;push;56.05;2025-10-07;[2.4, 1.8, 1.29]
15;161;3;776.08;push;171.85;2025-08-02;[1.13, 2.29, 2.45]
16;144;4;910.67;lose;966.28;2025-08-05;[1.14, 1.98, 1.41]
17;110;9;203.79;push;226.25;2025-02-24;[1.64, 1.89, 1.56]
18;23;5;366.95;win;848.86;2025-09-17;[1.12, 1.8, 1.45]
19;61;5;417.82;win;532.91;2025-03-19;[2.21, 1.93, 1.23]
20;208;4;351.74;lose;849.66;2025-10-08;[1.91, 1.44, 1.73]
21;108;6;475.68;lose;867.43;2025-12-25;[1.74, 2.28, 1.94]
22;72;1;2.66;win;4.23;2025-07-11;[1.98, 2.61, 1.78]
23;12;3;842.8;win;1066.2;2025-07-05;[2.04, 2.46, 1.82]
24;59;1;817.64;win;1171.19;2025-07-24;[1.4, 2.53, 2.47]
25;173;8;932.18;lose;702.14;2025-04-04;[1.59, 2.6, 1.14]
26;140;8;283.73;push;283.29;2025-07-05;[1.51, 1.42, 1.6]
27;140;9;491.18;push;339.0;2025-07-20;[2.62, 2.26, 1.77]
28;140;3;921.86;push;1987.13;2025-02-14;[2.48, 1.9, 1.69]
29;249;2;37.2;lose;81.51;2025-12-17;[1.33, 1.69, 2.02]
30;122;6;146.13;win;292.01;2025-05-05;[1.61, 2.18, 2.15]
31;36;4;996.75;win;293.31;2025-11-12;[2.4, 1.4, 1.65]
32;193;8;709.57;win;368.35;2025-07-24;[2.7, 1.77, 2.63]
33;158;7;785.13;lose;457.92;2025-10-19;[1.63, 1.86, 1.81]
34;49;1;669.92;push;116.35;2025-10-14;[2.69, 1.57, 1.54]
35;50;8;697.8;push;251.93;2025-04-04;[2.36, 1.6, 2.04]
36;119;7;375.42;win;459.95;2025-07-24;[1.66, 2.5, 2.37]
37;135;3;842.11;push;969.19;2025-11-24;[2.57, 1.67, 2.56]
38;17;6;698.04;push;775.15;2025-06-05;[2.45, 1.85, 1.79]
39;52;3;981.56;win;990.87;2025-11-04;[2.03, 1.19, 1.8]
40;25;2;492.0;lose;727.59;2025-04-09;[1.76, 1.36, 1.24]
41;125;6;721.6;lose;1067.07;2025-09-11;[2.3, 1.99, 2.09]
42;168;7;296.89;win;387.97;2025-04-15;[1.97, 1.58, 1.38]
43;203;3;182.02;push;265.07;2025-12-19;[1.24, 1.19, 1.35]
44;86;9;813.8;win;240.25;2025-04-26;[2.64, 2.18, 1.46]
45;206;5;226.85;push;93.35;2025-07-10;[2.42, 2.57, 1.98]
46;83;7;954.66;push;1231.84;2025-05-14;[1.65, 1.77, 1.37]
47;203;4;908.19;lose;2135.27;2025-06-21;[2.4, 1.93, 2.07]
48;68;4;547.32;win;312.31;2025-04-08;[2.43, 2.62, 2.6]
49;177;2;377.91;win;923.9;2025-09-11;[1.58, 2.43, 2.31]
50;70;9;941.16;lose;1318.14;2025-07-24;[1.9, 2.29, 1.47]
51;161;2;276.96;push;664.37;2025-04-01;[2.56, 2.33, 1.73]
52;14;1;339.96;push;381.46;2025-08-22;[2.31, 1.48, 2.28]
53;99;4;531.23;win;1191.4;2025-10-27;[2.14, 1.16, 1.89]
54;207;3;349.02;lose;231.48;2025-08-09;[1.96, 2.09, 1.55]
55;180;2;512.44;lose;1272.39;2025-06-02;[2.05, 1.9, 1.99]
56;122;8;159.73;push;347.74;2025-09-12;[1.22, 1.96, 1.25]
57;43;9;932.28;win;1994.14;2025-09-04;[1.16, 1.41, 2.06]
58;124;1;538.32;push;471.42;2025-07-01;[2.1, 1.99, 2.13]
59;135;1;583.63;win;820.52;2025-03-02;[2.66, 1.11, 2.21]
60;164;8;319.32;lose;46.76;2025-12-08;[2.47, 1.43, 1.89]
61;31;4;580.38;win;1314.68;2025-04-08;[1.6, 1.4, 2.43]
62;72;6;708.12;lose;1136.59;2025-09-09;[2.18, 2.55, 1.89]
63;131;6;398.2;lose;667.96;2025-05-06;[1.79, 2.26, 1.11]
64;199;2;966.1;win;986.81;2025-07-08;[1.49, 2.39, 1.49]
65;40;9;616.56;push;1091.69;2025-07-25;[2.53, 2.24, 1.65]
66;119;6;27.21;win;33.33;2025-06-28;[2.53, 1.73, 2.52]
67;34;8;50.05;win;105.07;2025-02-19;[1.59, 2.58, 1.31]
68;70;2;366.32;lose;103.27;2025-06-11;[2.6, 1.69, 2.35]
69;165;6;857.01;push;873.85;2025-08-03;[1.62, 2.69, 2.32]
70;202;5;475.76;push;779.57;2025-05-16;[2.51, 1.21, 2.08]
71;104;2;446.84;push;924.35;2025-03-28;[1.66, 2.39, 2.13]
72;143;7;979.68;win;1940.38;2025-11-03;[1.88, 2.0, 1.6]
73;237;3;781.4;push;980.8;2025-06-27;[1.41, 1.98, 1.92]
74;165;7;204.52;push;294.59;2025-11-01;[1.81, 2.43, 2.59]
75;146;7;942.63;push;146.22;2025-06-12;[2.28, 1.39, 1.53]
76;63;6;491.28;push;67.15;2025-08-20;[1.71, 1.67, 2.56]
77;220;6;374.54;push;663.76;2025-07-07;[1.48, 1.19, 1.63]
78;198;4;238.19;push;204.28;2025-07-23;[1.59, 2.18, 1.98]
79;82;3;657.06;win;618.4;2025-02-04;[1.43, 1.1, 2.59]
80;218;9;371.28;win;460.6;2025-06-14;[2.17, 1.27, 2.34]
81;157;1;406.27;push;51.39;2025-08-04;[1.76, 1.85, 1.98]
82;132;8;822.91;lose;1469.87;2025-07-21;[1.33, 1.24, 1.17]
83;52;2;245.68;lose;452.14;2025-11-06;[2.04, 2.34, 1.57]
84;51;9;659.79;lose;1103.39;2025-05-12;[2.08, 1.83, 1.55]
85;70;7;934.23;push;1239.87;2025-04-19;[1.2, 1.67, 1.57]
86;163;4;342.28;win;698.83;2025-01-01;[2.15, 1.9, 1.68]
87;120;7;498.55;push;160.44;2025-12-24;[2.14, 2.55, 1.55]
88;179;1;748.44;win;1137.56;2025-09-22;[1.2, 1.43, 1.4]
89;134;8;594.86;win;563.96;2025-05-01;[1.2, 1.27, 1.77]
90;154;1;974.74;win;1173.54;2025-05-04;[2.05, 1.28, 2.07]
91;156;1;494.69;push;1185.3;2025-06-25;[1.24, 2.53, 1.35]
92;27;3;861.09;win;1523.17;2025-11-08;[2.1, 1.98, 2.56]
93;127;3;467.84;lose;855.3;2025-08-15;[2.38, 1.58, 2.09]
94;58;7;686.06;lose;75.13;2025-10-06;[2.5, 2.64, 2.66]
95;77;6;434.3;lose;538.69;2025-10-07;[1.92, 2.09, 1.49]
96;177;1;166.44;lose;269.82;2025-02-28;[2.02, 2.38, 2.51]
97;175;4;201.68;lose;472.56;2025-08-16;[1.22, 2.0, 1.51]
98;204;9;190.23;lose;66.26;2025-11-11;[1.67, 1.86, 1.34]
99;145;9;968.57;push;2385.73;2025-10-08;[2.61, 1.69, 1.8]
100;43;1;363.49;push;840.37;2025-05-16;[2.01, 2.04, 2.05]
101;124;9;985.62;lose;1981.68;2025-07-13;[2.68, 2.65, 2.41]
102;94;3;833.52;push;1753.37;2025-09-06;[1.94, 1.48, 1.41]
103;16;2;442.75;lose;464.51;2025-07-25;[1.67, 1.59, 1.74]
104;90;2;686.13;push;129.43;2025-08-17;[2.64, 2.64, 1.5]
105;163;6;707.35;push;1408.53;2025-09-12;[1.48, 1.12, 1.95]
106;231;9;774.18;lose;722.1;2025-12-23;[1.52, 1.46, 2.34]
107;245;2;299.95;win;736.4;2025-09-09;[2.48, 2.13, 2.37]
108;131;3;375.09;push;645.99;2025-12-22;[1.9, 2.31, 1.51]
109;59;4;205.61;push;257.26;2025-10-20;[1.45, 1.65, 1.69]
110;114;6;850.37;win;446.18;2025-12-18;[1.53, 2.11, 1.39]
111;247;9;301.72;lose;523.36;2025-05-22;[1.67, 2.21, 1.47]
112;126;8;554.08;push;508.48;2025-12-09;[1.89, 2.59, 1.28]
113;199;7;213.78;push;372.53;2025-04-03;[1.71, 2.65, 1.7]
114;3;9;604.09;win;730.47;2025-01-26;[1.58, 2.43, 2.33]
115;138;6;131.89;push;28.62;2025-12-11;[1.27, 1.8, 1.8]
